course_id,course_name,competency,category,level,delivery_mode,duration_hours,duration_weeks,max_participants,resource_types,prerequisites,certification_offered,start_date,end_date,status,num_qualified_trainers,primary_trainer_id,num_recommended_trainees,total_enrolled,completion_rate_percent,average_course_rating,average_assessment_pass_rate_percent,description
C1463,Advanced Disaster Risk Communication Techniques,Disaster risk communication,Disaster Risk Communication,Advanced,Hybrid,8,1,50,simulation; case study; live webinar; video; PDF,Basic understanding of Disaster risk communication,False,2026-06-25,2026-07-02,completed,5,TRN20260113,6,25,57.7,4.7,91.0,Advanced Disaster Risk Communication Techniques equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1464,Disaster Risk Communication: Tools and Applications,Disaster risk communication,Disaster Risk Communication,Beginner,Online,40,5,20,simulation; video; quiz; live webinar,,True,2026-06-13,2026-07-18,completed,5,TRN20260113,7,15,60.3,3.4,68.0,"Disaster Risk Communication: Tools and Applications equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1466,Disaster Risk Communication for New Recruits,Disaster risk communication,Disaster Risk Communication,Beginner,Hybrid,12,2,50,live webinar; quiz; case study; field exercise,,True,2026-12-30,2027-01-13,upcoming,5,TRN20260113,7,14,67.9,4.6,97.3,"Disaster Risk Communication for New Recruits equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1467,Foundations of Disaster Risk Communication,Disaster risk communication,Disaster Risk Communication,Beginner,Online,24,3,30,case study; live webinar; quiz; lab exercise,,False,2026-07-31,2026-08-21,completed,5,TRN20260113,3,17,82.9,3.5,77.8,"Foundations of Disaster Risk Communication equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1470,Introduction to Disaster Risk Communication,Disaster risk communication,Disaster Risk Communication,Beginner,Online,12,2,50,quiz; simulation; lab exercise; video; case study,,False,2026-12-20,2027-01-03,upcoming,5,TRN20260113,8,29,62.8,4.6,86.4,"Introduction to Disaster Risk Communication equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1471,Disaster Risk Communication: Core Concepts,Disaster risk communication,Disaster Risk Communication,Intermediate,Offline,20,2,50,quiz; video; live webinar,Basic understanding of Disaster risk communication,False,2026-10-23,2026-11-06,upcoming,5,TRN20260113,7,45,96.9,4.4,69.7,"Disaster Risk Communication: Core Concepts equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1472,Disaster Risk Communication Best Practices,Disaster risk communication,Disaster Risk Communication,Advanced,Hybrid,12,2,40,simulation; quiz; case study; live webinar,Basic understanding of Disaster risk communication,True,2026-05-09,2026-05-23,completed,5,TRN20260113,6,10,82.3,3.3,69.4,Disaster Risk Communication Best Practices equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
C1473,Disaster Risk Communication Workshop,Disaster risk communication,Disaster Risk Communication,Beginner,Online,24,3,20,quiz; simulation; lab exercise,,True,2026-12-20,2027-01-10,upcoming,5,TRN20260113,3,20,76.4,4.4,86.4,"Disaster Risk Communication Workshop equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1474,Master Class: Disaster Risk Communication,Disaster risk communication,Disaster Risk Communication,Intermediate,Offline,20,2,20,lab exercise; field exercise; live webinar; video; simulation,Basic understanding of Disaster risk communication,True,2026-09-19,2026-10-03,ongoing,5,TRN20260113,8,12,62.5,3.8,65.2,"Master Class: Disaster Risk Communication equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition."
C1475,Disaster Risk Communication Certification Program,Disaster risk communication,Disaster Risk Communication,Advanced,Hybrid,20,2,40,case study; simulation; video; field exercise,Basic understanding of Disaster risk communication,True,2026-08-26,2026-09-09,completed,5,TRN20260113,8,18,55.1,4.3,75.4,Disaster Risk Communication Certification Program equips IMD personnel with the knowledge and skills required for effective communication of weather and disaster risk information to the public and stakeholders. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Disaster risk communication' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.
